ip.src,ip.dst,eth.src,eth.dst,Total,First_Time,Last_Time,Time_Interval,Frequency,TCP,UDP,ICMP,othProto,ARP,others
0,0,0,0,1,1.7e-05,1.7e-05,0.0,1.0,0,0,0,0,0,1
0,0,1c:6f:65:c0:43:92,08:00:27:bd:f2:09,20,7.586683,648.314482,640.727799,0.031214503305794603,0,0,0,0,20,0
0,0,d8:58:d7:00:0f:72,08:00:27:bd:f2:09,61,7.706215,939.300309,931.5940939999999,0.06547916135672711,0,0,0,0,21,40
192.168.1.135,52.169.120.89,08:00:27:bd:f2:09,1c:6f:65:c0:43:92,4,8.455509,8.856816,0.40130700000000097,9.967431417842176,0,4,0,0,0,0
52.169.120.89,192.168.1.135,d8:58:d7:00:0f:72,08:00:27:bd:f2:09,4,8.521281,8.921982,0.40070099999999975,9.9825056588329,0,4,0,0,0,0
0,0,08:00:27:bd:f2:09,d8:58:d7:00:0f:72,47,10.243859,939.300587,929.0567279999999,0.05058894530711585,0,0,0,0,20,27
192.168.1.135,65.52.108.154,08:00:27:bd:f2:09,1c:6f:65:c0:43:92,3,10.625073,11.618936,0.9938629999999993,3.0185246859979715,3,0,0,0,0,0
65.52.108.154,192.168.1.135,1c:6f:65:c0:43:92,08:00:27:bd:f2:09,3,10.62519,11.61905,0.9938599999999997,3.0185337975167537,3,0,0,0,0,0
192.168.1.135,157.56.120.207,08:00:27:bd:f2:09,1c:6f:65:c0:43:92,25,16.468289,932.664964,916.196675,0.027286717668998307,0,25,0,0,0,0
157.56.120.207,192.168.1.135,d8:58:d7:00:0f:72,08:00:27:bd:f2:09,25,16.50215,932.69896,916.19681,0.02728671364834811,0,25,0,0,0,0
192.168.1.135,157.56.120.208,08:00:27:bd:f2:09,1c:6f:65:c0:43:92,1,16.502778,16.502778,0.0,1.0,0,1,0,0,0,0
157.56.120.208,192.168.1.135,d8:58:d7:00:0f:72,08:00:27:bd:f2:09,1,16.536908,16.536908,0.0,1.0,0,1,0,0,0,0
0,0,c4:b3:01:d6:2f:51,08:00:27:bd:f2:09,2,43.504076,591.357032,547.852956,0.003650614600316221,0,0,0,0,2,0
192.168.1.135,192.168.1.188,08:00:27:bd:f2:09,c4:b3:01:d6:2f:51,19,43.504295,635.085115,591.58082,0.032117336055621275,12,7,0,0,0,0
192.168.1.188,192.168.1.135,c4:b3:01:d6:2f:51,08:00:27:bd:f2:09,20,43.711463,635.084936,591.373473,0.033819575806370336,17,3,0,0,0,0
0,0,08:00:27:bd:f2:09,1c:6f:65:c0:43:92,2,373.198907,648.314389,275.115482,0.007269674485276696,0,0,0,0,2,0
