ip.src,ip.dst,eth.src,eth.dst,Total,First_Time,Last_Time,Time_Interval,Frequency,TCP,UDP,ICMP,othProto,ARP,others
0,0,1c:6f:65:c0:43:92,08:00:27:38:31:62,74763,11.120671,3021827.320636,3021816.199965,0.02474108120833621,0,0,0,0,74763,0
0,0,d8:58:d7:00:0f:72,08:00:27:38:31:62,22885,11.336528,3006689.040023,3006677.703495,0.007611391128952128,0,0,0,0,21074,1811
192.168.1.115,8.8.8.8,08:00:27:38:31:62,1c:6f:65:c0:43:92,3,16.129779,303796.151889,303780.02210999996,9.875567126378338e-06,0,3,0,0,0,0
8.8.8.8,192.168.1.115,d8:58:d7:00:0f:72,08:00:27:38:31:62,2,16.130919,16.133563,0.0026440000000000907,756.429652042334,0,2,0,0,0,0
0,0,08:00:27:38:31:62,d8:58:d7:00:0f:72,21036,16.355191,3006689.040158,3006672.684967,0.006996438323724913,0,0,0,0,20750,286
192.168.1.115,78.47.139.102,08:00:27:38:31:62,1c:6f:65:c0:43:92,2,213.733496,216.740147,3.006651000000005,0.6651919361442338,2,0,0,0,0,0
192.168.1.2,192.168.1.115,1c:6f:65:c0:43:92,08:00:27:38:31:62,17305,216.740294,606292.271513,606075.531219,0.028552546850380917,0,0,17305,0,0,0
0,0,08:00:27:38:31:62,1c:6f:65:c0:43:92,73328,221.752873,3021827.320778,3021605.567905,0.02426789279807994,0,0,0,0,73328,0
192.168.1.115,78.47.139.102,08:00:27:38:31:62,d8:58:d7:00:0f:72,1,222.739006,222.739006,0.0,1.0,1,0,0,0,0,0
192.168.1.115,54.235.135.158,08:00:27:38:31:62,1c:6f:65:c0:43:92,4,234.931134,235.656906,0.7257720000000063,5.511372717602725,4,0,0,0,0,0
54.235.135.158,192.168.1.115,d8:58:d7:00:0f:72,08:00:27:38:31:62,5,235.038126,294.900877,59.862750999999975,0.08352439399251801,5,0,0,0,0,0
192.168.1.115,91.219.28.77,08:00:27:38:31:62,1c:6f:65:c0:43:92,60001,236.249049,3021256.945173,3021020.696124,0.01986116813995412,60001,0,0,0,0,0
91.219.28.77,192.168.1.115,d8:58:d7:00:0f:72,08:00:27:38:31:62,14546,236.266041,605683.378269,605447.112228,0.024025219884973623,14546,0,0,0,0,0
192.168.1.115,8.253.207.121,08:00:27:38:31:62,1c:6f:65:c0:43:92,9,237.343741,333.497572,96.153831,0.09360001475136233,9,0,0,0,0,0
8.253.207.121,192.168.1.115,d8:58:d7:00:0f:72,08:00:27:38:31:62,38,237.362529,237.407471,0.04494199999999182,845.5342441370414,38,0,0,0,0,0
192.168.1.115,193.9.28.24,08:00:27:38:31:62,1c:6f:65:c0:43:92,67794,284.729068,3021391.316111,3021106.587043,0.022440121871487972,67794,0,0,0,0,0
193.9.28.24,192.168.1.115,d8:58:d7:00:0f:72,08:00:27:38:31:62,6063,284.866088,605732.586439,605447.720351,0.01001407684958341,6063,0,0,0,0,0
192.168.1.115,54.235.135.158,08:00:27:38:31:62,d8:58:d7:00:0f:72,1,294.794,294.794,0.0,1.0,1,0,0,0,0,0
