ip.src,ip.dst,eth.src,eth.dst,Total,First_Time,Last_Time,Time_Interval,Frequency,TCP,UDP,ICMP,othProto,ARP,others
0,0,1c:6f:65:c0:43:92,08:00:27:12:45:de,51132,6.789535,3531506.388431,3531499.598896,0.014478835001421105,0,0,0,0,51132,0
0,0,d8:58:d7:00:0f:72,08:00:27:12:45:de,1765,6.789593,3531533.900105,3531527.110512,0.0004997837889298011,0,0,0,0,2,1763
0,0,08:00:27:12:45:de,d8:58:d7:00:0f:72,252,8.833266,3531533.900297,3531525.0670310003,7.13572734772798e-05,0,0,0,0,1,251
192.168.1.122,78.47.139.102,08:00:27:12:45:de,1c:6f:65:c0:43:92,11,688.313392,2833049.19273,2832360.879338,3.88368589618813e-06,11,0,0,0,0,0
78.47.139.102,192.168.1.122,1c:6f:65:c0:43:92,08:00:27:12:45:de,8,688.313497,2832930.412287,2832242.09879,2.824617289396901e-06,8,0,0,0,0,0
192.168.1.122,58.52.155.163,08:00:27:12:45:de,1c:6f:65:c0:43:92,62352,689.275621,3530966.331949,3530277.0563279996,0.017662069861693837,62352,0,0,0,0,0
58.52.155.163,192.168.1.122,1c:6f:65:c0:43:92,08:00:27:12:45:de,48042,689.275762,3530966.332035,3530277.056273,0.013608563643647594,48042,0,0,0,0,0
0,0,08:00:27:12:45:de,1c:6f:65:c0:43:92,49916,739.119492,3531506.388372,3530767.26888,0.01413743704943598,0,0,0,0,49916,0
192.168.1.122,217.29.220.255,08:00:27:12:45:de,1c:6f:65:c0:43:92,95368,824.103728,3531042.922133,3530218.818405,0.027014755998351552,95368,0,0,0,0,0
217.29.220.255,192.168.1.122,1c:6f:65:c0:43:92,08:00:27:12:45:de,92712,824.103824,3531012.459025,3530188.3552010003,0.02626262133107093,92712,0,0,0,0,0
192.168.1.122,59.61.184.228,08:00:27:12:45:de,1c:6f:65:c0:43:92,49238,870.039506,3531177.916641,3530307.877135,0.013947225486735394,49238,0,0,0,0,0
59.61.184.228,192.168.1.122,1c:6f:65:c0:43:92,08:00:27:12:45:de,30755,870.039653,3531147.923984,3530277.884331,0.008711778791268773,30755,0,0,0,0,0
192.168.1.122,190.138.249.45,08:00:27:12:45:de,1c:6f:65:c0:43:92,41556,1005.104444,3531312.920683,3530307.816239,0.011771211509899307,41556,0,0,0,0,0
