ip.src,ip.dst,eth.src,eth.dst,Total,First_Time,Last_Time,Time_Interval,Frequency,TCP,UDP,ICMP,othProto,ARP,others
0,0,d8:58:d7:00:0f:72,08:00:27:44:99:65,8500,10.164709,5434940.134641,5434929.969932,0.0015639575941226616,0,0,0,0,2763,5737
0,0,1c:6f:65:c0:43:92,08:00:27:44:99:65,48934,10.16563,5444497.891889,5444487.726259001,0.00898780610046914,0,0,0,0,48934,0
192.168.1.125,8.8.8.8,08:00:27:44:99:65,1c:6f:65:c0:43:92,224,14.358127,5434932.829338,5434918.471211,4.121496967922108e-05,0,197,27,0,0,0
0,0,08:00:27:44:99:65,d8:58:d7:00:0f:72,4233,14.359534,5434940.134862,5434925.775328,0.0007788514829799192,0,0,0,0,1589,2644
8.8.8.8,192.168.1.125,d8:58:d7:00:0f:72,08:00:27:44:99:65,198,14.359649,5434932.863827,5434918.504178001,3.6431089049042944e-05,0,198,0,0,0,0
192.168.1.125,78.47.139.102,08:00:27:44:99:65,1c:6f:65:c0:43:92,5,199.126388,209.1597,10.033311999999995,0.49833993002510063,5,0,0,0,0,0
78.47.139.102,192.168.1.125,d8:58:d7:00:0f:72,08:00:27:44:99:65,6,199.142835,209.207552,10.064717000000002,0.5961419481541308,6,0,0,0,0,0
192.168.1.2,192.168.1.125,1c:6f:65:c0:43:92,08:00:27:44:99:65,1909,199.362645,5426774.204718,5426574.842073,0.0003517872793717418,0,0,1909,0,0,0
192.168.1.125,78.47.139.102,08:00:27:44:99:65,d8:58:d7:00:0f:72,2,199.378227,209.159892,9.781665000000004,0.20446416842122472,2,0,0,0,0,0
192.168.1.125,58.52.155.163,08:00:27:44:99:65,1c:6f:65:c0:43:92,6,200.022499,275.031562,75.009063,0.07999033396804331,6,0,0,0,0,0
0,0,08:00:27:44:99:65,1c:6f:65:c0:43:92,2546,208.022021,5428863.590048,5428655.568027,0.00046899273090654427,0,0,0,0,2546,0
192.168.1.125,58.52.155.163,08:00:27:44:99:65,d8:58:d7:00:0f:72,3,209.016754,281.030796,72.01404200000002,0.041658542093776646,3,0,0,0,0,0
192.168.1.125,217.29.220.255,08:00:27:44:99:65,1c:6f:65:c0:43:92,6,308.029937,383.026714,74.99677700000001,0.0800034380144096,6,0,0,0,0,0
169.255.60.70,192.168.1.125,d8:58:d7:00:0f:72,08:00:27:44:99:65,5,308.241674,383.22453,74.98285600000003,0.06668190926203182,0,0,5,0,0,0
192.168.1.125,217.29.220.255,08:00:27:44:99:65,d8:58:d7:00:0f:72,3,317.032314,389.035689,72.003375,0.041664713633215104,3,0,0,0,0,0
196.192.189.62,192.168.1.125,d8:58:d7:00:0f:72,08:00:27:44:99:65,3,317.232978,389.227138,71.99416000000002,0.041670046570444035,0,0,3,0,0,0
192.168.1.125,59.61.184.228,08:00:27:44:99:65,1c:6f:65:c0:43:92,6,416.03513,491.052391,75.01726100000002,0.0799815925030907,6,0,0,0,0,0
192.168.1.125,59.61.184.228,08:00:27:44:99:65,d8:58:d7:00:0f:72,3,425.027235,497.050968,72.023733,0.041652936817368244,3,0,0,0,0,0
192.168.1.125,190.138.249.45,08:00:27:44:99:65,1c:6f:65:c0:43:92,12321,524.050616,2656432.174042,2655908.123426,0.004639091198722068,12321,0,0,0,0,0
190.138.249.45,192.168.1.125,d8:58:d7:00:0f:72,08:00:27:44:99:65,101,524.637175,674.900789,150.26361400000008,0.6721520753520539,101,0,0,0,0,0
192.168.1.125,190.138.249.45,08:00:27:44:99:65,d8:58:d7:00:0f:72,66,524.65797,674.339347,149.681377,0.4409366169847569,66,0,0,0,0,0
192.168.1.125,195.113.232.82,08:00:27:44:99:65,1c:6f:65:c0:43:92,10,526.296102,679.06274,152.76663799999994,0.06545931841479685,10,0,0,0,0,0
195.113.232.82,192.168.1.125,d8:58:d7:00:0f:72,08:00:27:44:99:65,38,526.296875,526.300374,0.0034990000000334476,10860.245784406045,38,0,0,0,0,0
192.168.1.125,203.92.62.46,08:00:27:44:99:65,1c:6f:65:c0:43:92,15607,544.659019,2617582.176168,2617037.517149,0.005963613397870681,15607,0,0,0,0,0
203.92.62.46,192.168.1.125,d8:58:d7:00:0f:72,08:00:27:44:99:65,5502,544.995126,2055478.284776,2054933.2896500002,0.002677459179678339,5502,0,0,0,0,0
192.168.1.125,203.92.62.46,08:00:27:44:99:65,d8:58:d7:00:0f:72,2912,544.995774,2079051.149036,2078506.153262,0.0014010061964117439,2912,0,0,0,0,0
192.168.1.125,36.66.209.21,08:00:27:44:99:65,1c:6f:65:c0:43:92,10672,609.369704,1406367.129099,1405757.759395,0.007591635136762779,10672,0,0,0,0,0
36.66.209.21,192.168.1.125,d8:58:d7:00:0f:72,08:00:27:44:99:65,939,609.884391,44331.687818,43721.803427,0.02147669872693607,939,0,0,0,0,0
192.168.1.125,36.66.209.21,08:00:27:44:99:65,d8:58:d7:00:0f:72,542,610.42074,44332.46728,43722.046539999996,0.012396491996415135,542,0,0,0,0,0
192.168.1.125,201.232.32.124,08:00:27:44:99:65,1c:6f:65:c0:43:92,163,2820.220929,535024.286992,532204.066063,0.00030627349619066,163,0,0,0,0,0
201.232.32.124,192.168.1.125,d8:58:d7:00:0f:72,08:00:27:44:99:65,107,2820.696847,4155.410024,1334.7131769999996,0.08016703651679018,107,0,0,0,0,0
